latitude,longitude,feet,meters,kmh,kts,mph,fpm,ms,heading,squawk,timestamp,ems
43.802162,39.909748,20150,6142,651.9,352,405.1,1600,8.1,73,6153,1694471158,None
44.098892,43.043156,34175,10417,944.5,510,586.9,384,2,0,0,1694472120,None
44.092758,43.650917,35000,10668,996.4,538,619.1,64,0.3,90,0,1694472278,None
44.091301,43.765083,35000,10668,1000.1,540,621.4,64,0.3,91,0,1694472310,None
44.089718,43.883778,35000,10668,994.5,537,618,-64,-0.3,91,6153,1694472345,None
44.088043,43.992268,34975,10660,996.4,538,619.1,-64,-0.3,91,6153,1694472376,None
44.086395,44.099953,34975,10660,996.4,538,619.1,0,0,91,6153,1694472407,None
44.084747,44.208473,34975,10660,1000.1,540,621.4,0,0,91,6153,1694472439,None
44.082733,44.317604,34975,10660,1003.8,542,623.7,-64,-0.3,91,6153,1694472470,None
44.080734,44.42799,34975,10660,1007.5,544,626,0,0,91,6153,1694472502,None
44.078796,44.536976,35000,10668,1011.2,546,628.3,0,0,91,6153,1694472533,None
44.076691,44.646137,35000,10668,1014.9,548,630.6,0,0,91,6153,1694472564,None
44.074219,44.764561,35025,10676,1020.5,551,634.1,0,0,91,6153,1694472598,None
44.071888,44.872871,35000,10668,1024.2,553,636.4,64,0.3,91,6153,1694472629,None
44.069366,44.990036,35025,10676,1026,554,637.5,0,0,91,6153,1694472662,None
44.066391,45.109287,35050,10683,1024.2,553,636.4,64,0.3,92,6153,1694472695,None
44.063873,45.215767,35025,10676,1026,554,637.5,-64,-0.3,91,6153,1694472726,None
44.060669,45.337254,35000,10668,1027.9,555,638.7,-64,-0.3,92,6153,1694472759,None
44.057549,45.457699,35000,10668,1031.6,557,641,0,0,92,6153,1694472793,None
44.054569,45.565926,35000,10668,1033.4,558,642.1,64,0.3,92,6153,1694472824,None
44.051079,45.687561,35000,10668,1035.3,559,643.3,0,0,92,6153,1694472857,None
44.047943,45.794464,35000,10668,1037.1,560,644.4,0,0,92,6153,1694472888,None
44.044006,45.916977,35000,10668,1039,561,645.6,0,0,92,6153,1694472921,None
44.040527,46.026775,35000,10668,1040.8,562,646.7,0,0,92,6153,1694472952,None
44.036972,46.135517,35025,10676,1040.8,562,646.7,0,0,92,6153,1694472982,None
44.032837,46.257233,35000,10668,1040.8,562,646.7,-64,-0.3,92,6153,1694473016,None
44.0289,46.3685,35000,10668,1042.7,563,647.9,-64,-0.3,92,6153,1694473047,None
44.024963,46.478363,35000,10668,1042.7,563,647.9,-64,-0.3,92,6153,1694473077,None
44.020523,46.599403,35000,10668,1042.7,563,647.9,0,0,92,6153,1694473111,None
44.016312,46.709332,35000,10668,1042.7,563,647.9,0,0,93,6153,1694473141,None
44.011551,46.827244,35000,10668,1044.5,564,649,0,0,93,6153,1694473175,None
44.006607,46.949371,34975,10660,1046.4,565,650.2,0,0,93,6153,1694473208,None
44.002121,47.059425,34975,10660,1048.2,566,651.3,64,0.3,93,6153,1694473238,None
43.997032,47.181374,35000,10668,1051.9,568,653.6,64,0.3,93,6153,1694473272,None
43.991821,47.301445,35000,10668,1055.6,570,655.9,0,0,93,6153,1694473305,None
43.986877,47.41188,35025,10676,1055.6,570,655.9,0,0,93,6153,1694473336,None
43.981339,47.534649,35025,10676,1055.6,570,655.9,0,0,93,6153,1694473369,None
43.976303,47.644894,35025,10676,1053.8,569,654.8,0,0,93,6153,1694473399,None
43.970581,47.765999,35000,10668,1053.8,569,654.8,0,0,93,6153,1694473433,None
43.965191,47.878876,35000,10668,1055.6,570,655.9,0,0,93,6153,1694473464,None
43.959137,48.000225,35000,10668,1057.5,571,657.1,0,0,94,6153,1694473497,None
43.953041,48.12064,35000,10668,1057.5,571,657.1,0,0,94,6153,1694473530,None
43.946732,48.242435,35000,10668,1057.5,571,657.1,0,0,94,6153,1694473564,None
43.940285,48.364956,35000,10668,1057.5,571,657.1,0,0,94,6153,1694473597,None
43.933777,48.486755,35000,10668,1057.5,571,657.1,0,0,94,6153,1694473630,None
43.927689,48.596489,35000,10668,1059.3,572,658.2,0,0,94,6153,1694473661,None
43.920826,48.719395,35025,10676,1057.5,571,657.1,0,0,94,6153,1694473694,None
43.914494,48.829781,35025,10676,1057.5,571,657.1,0,0,94,6153,1694473725,None
43.907234,48.953575,35000,10668,1055.6,570,655.9,0,0,94,6153,1694473758,None
43.900528,49.068211,35000,10668,1055.6,570,655.9,0,0,94,6153,1694473790,None
43.893871,49.178532,35000,10668,1059.3,572,658.2,0,0,94,6153,1694473820,None
43.886284,49.302326,35000,10668,1059.3,572,658.2,0,0,94,6153,1694473854,None
43.879395,49.412647,35000,10668,1059.3,572,658.2,0,0,94,6153,1694473885,None
43.878418,49.526497,35000,10668,1068.6,577,664,0,0,84,6153,1694473916,None
43.879486,49.538185,35000,10668,1070.5,578,665.2,64,0.3,82,6153,1694473919,None
43.880722,49.548786,35000,10668,1070.5,578,665.2,64,0.3,80,6153,1694473922,None
43.882095,49.558998,35000,10668,1070.5,578,665.2,0,0,79,6153,1694473924,None
43.883972,49.57127,35000,10668,1070.5,578,665.2,0,0,77,6153,1694473928,None
43.885895,49.582001,35000,10668,1072.3,579,666.3,0,0,76,6153,1694473931,None
43.888138,49.593052,35000,10668,1070.5,578,665.2,0,0,74,6153,1694473934,None
43.890427,49.603336,35000,10668,1072.3,579,666.3,0,0,72,6153,1694473937,None
43.892899,49.613491,35000,10668,1070.5,578,665.2,0,0,71,6153,1694473940,None
43.896107,49.625244,35000,10668,1068.6,577,664,64,0.3,68,6153,1694473943,None
43.899353,49.636105,35025,10676,1066.8,576,662.8,64,0.3,67,6153,1694473946,None
43.902252,49.645191,35025,10676,1066.8,576,662.8,64,0.3,66,6153,1694473949,None
43.905945,49.655838,35025,10676,1063,574,660.5,64,0.3,63,6153,1694473952,None
43.909561,49.665592,35025,10676,1061.2,573,659.4,64,0.3,62,6153,1694473955,None
43.913517,49.675533,35025,10676,1059.3,572,658.2,0,0,60,6153,1694473958,None
43.917706,49.685341,35025,10676,1057.5,571,657.1,0,0,59,6153,1694473961,None
43.922035,49.694889,35025,10676,1055.6,570,655.9,0,0,57,6153,1694473965,None
43.926727,49.704575,35025,10676,1051.9,568,653.6,0,0,55,6153,1694473968,None
43.930389,49.711666,35025,10676,1050.1,567,652.5,0,0,54,6153,1694473970,None
43.936001,49.72216,35025,10676,1048.2,566,651.3,0,0,52,6153,1694473974,None
43.940331,49.729877,35025,10676,1046.4,565,650.2,0,0,52,6153,1694473977,None
43.945919,49.739815,35025,10676,1046.4,565,650.2,0,0,52,6153,1694473980,None
43.95076,49.748394,35025,10676,1044.5,564,649,0,0,51,6153,1694473983,None
43.999054,49.833984,35000,10668,1042.7,563,647.9,-64,-0.3,52,6153,1694474013,None
44.053024,49.930241,35000,10668,1040.8,562,646.7,0,0,52,6153,1694474047,None
44.103607,50.020561,34975,10660,1040.8,562,646.7,0,0,52,6153,1694474079,None
44.153229,50.10928,34975,10660,1042.7,563,647.9,0,0,52,6153,1694474110,None
44.205826,50.203857,34975,10660,1044.5,564,649,0,0,52,6153,1694474143,None
44.255951,50.294167,34975,10660,1048.2,566,651.3,64,0.3,52,6153,1694474174,None
44.304741,50.382431,35000,10668,1048.2,566,651.3,64,0.3,52,6153,1694474205,None
44.353622,50.471191,35025,10676,1044.5,564,649,0,0,52,6153,1694474235,None
44.406971,50.56826,35000,10668,1046.4,565,650.2,-64,-0.3,52,6153,1694474269,None
44.459667,50.664455,35000,10668,1046.4,565,650.2,0,0,52,6153,1694474302,None
44.507492,50.751995,35000,10668,1044.5,564,649,0,0,52,6153,1694474332,None
44.560547,50.849632,35000,10668,1044.5,564,649,0,0,52,6153,1694474366,None
44.612358,50.945145,35000,10668,1042.7,563,647.9,0,0,52,6153,1694474399,None
44.660385,51.033978,35025,10676,1039,561,645.6,-64,-0.3,52,6153,1694474429,None
44.712166,51.130035,35000,10668,1039,561,645.6,-64,-0.3,52,6153,1694474462,None
44.763561,51.225765,35000,10668,1040.8,562,646.7,0,0,52,6153,1694474495,None
44.8125,51.317204,35000,10668,1039,561,645.6,0,0,53,6153,1694474528,None
44.867203,51.419743,35025,10676,1037.1,560,644.4,0,0,53,6153,1694474562,None
44.914391,51.508595,35000,10668,1033.4,558,642.1,0,0,53,6153,1694474593,None
44.965897,51.605793,35000,10668,1031.6,557,641,0,0,53,6153,1694474626,None
45.012661,51.694225,35000,10668,1029.7,556,639.8,0,0,53,6153,1694474656,None
45.064041,51.790138,35000,10668,1029.7,556,639.8,-64,-0.3,53,6153,1694474690,None
45.111355,51.879719,34975,10660,1029.7,556,639.8,0,0,53,6153,1694474720,None
45.163147,51.978542,35000,10668,1026,554,637.5,64,0.3,53,6153,1694474754,None
45.210205,52.067936,35025,10676,1022.3,552,635.2,-64,-0.3,53,6153,1694474785,None
45.261292,52.164394,35000,10668,1018.6,550,632.9,0,0,53,6153,1694474818,None
45.306686,52.25071,35025,10676,1014.9,548,630.6,0,0,53,6153,1694474848,None
45.35659,52.346771,35025,10676,1009.3,545,627.2,-64,-0.3,53,6153,1694474882,None
45.401505,52.433819,35000,10668,1005.6,543,624.9,0,0,53,6153,1694474912,None
45.44902,52.525829,34975,10660,1005.6,543,624.9,0,0,53,6153,1694474944,None
45.498436,52.622032,34975,10660,1005.6,543,624.9,0,0,53,6153,1694474977,None
45.543228,52.709785,34975,10660,1003.8,542,623.7,64,0.3,53,6153,1694475008,None
45.592285,52.805992,35000,10668,1001.9,541,622.6,128,0.7,53,6153,1694475041,None
45.637024,52.894077,35000,10668,1001.9,541,622.6,0,0,54,6153,1694475071,None
45.685528,52.989738,35000,10668,1001.9,541,622.6,0,0,54,6153,1694475104,None
45.734573,53.086742,35000,10668,1001.9,541,622.6,0,0,54,6153,1694475138,None
45.77882,53.174652,35000,10668,1000.1,540,621.4,0,0,54,6153,1694475168,None
45.827362,53.2715,35000,10668,1001.9,541,622.6,0,0,54,6153,1694475202,None
45.87291,53.362671,35025,10676,1003.8,542,623.7,0,0,54,6153,1694475233,None
45.919128,53.455421,35000,10668,1001.9,541,622.6,0,0,54,6153,1694475265,None
45.964874,53.54763,35025,10676,998.2,539,620.3,0,0,54,6153,1694475296,None
46.009205,53.637108,35025,10676,996.4,538,619.1,0,0,54,6153,1694475327,None
46.057854,53.73571,35025,10676,992.7,536,616.8,-64,-0.3,54,6153,1694475361,None
46.104858,53.831669,35000,10668,990.8,535,615.7,-64,-0.3,54,6153,1694475394,None
46.14793,53.919388,34975,10660,990.8,535,615.7,-64,-0.3,54,6153,1694475424,None
46.195042,54.015862,34975,10660,992.7,536,616.8,0,0,54,6153,1694475457,None
46.241959,54.112289,35000,10668,992.7,536,616.8,64,0.3,55,6153,1694475491,None
46.289749,54.210629,35000,10668,992.7,536,616.8,0,0,55,6153,1694475524,None
46.336655,54.307823,35050,10683,989,534,614.5,-64,-0.3,55,6153,1694475557,None
46.379204,54.396469,35025,10676,989,534,614.5,-64,-0.3,55,6153,1694475587,None
46.425102,54.492393,35000,10668,985.3,532,612.2,-64,-0.3,55,6153,1694475620,None
46.471939,54.590195,35000,10668,981.6,530,609.9,64,0.3,55,6153,1694475654,None
46.517929,54.68644,35000,10668,981.6,530,609.9,-64,-0.3,55,6153,1694475687,None
46.563782,54.783394,35000,10668,976,527,606.5,0,0,55,6153,1694475720,None
46.609222,54.879524,35000,10668,972.3,525,604.2,0,0,55,6153,1694475753,None
46.654884,54.976204,35000,10668,972.3,525,604.2,-64,-0.3,55,6153,1694475786,None
46.69986,55.07185,34975,10660,970.4,524,603,0,0,55,6153,1694475819,None
46.745544,55.169655,35000,10668,966.7,522,600.7,64,0.3,55,6153,1694475853,None
46.790085,55.265316,35000,10668,964.9,521,599.6,64,0.3,55,6153,1694475886,None
46.834625,55.361137,35000,10668,963,520,598.4,0,0,55,6153,1694475919,None
46.879028,55.457268,35000,10668,961.2,519,597.3,0,0,56,6153,1694475952,None
46.923981,55.554771,35000,10668,959.3,518,596.1,64,0.3,56,6153,1694475985,None
46.967575,55.649765,35025,10676,953.8,515,592.7,-64,-0.3,56,6153,1694476018,None
47.006962,55.735825,35000,10668,950.1,513,590.3,-64,-0.3,56,6153,1694476048,None
47.051102,55.832314,35000,10668,946.4,511,588,-64,-0.3,56,6153,1694476081,None
47.094177,55.927071,35000,10668,946.4,511,588,0,0,56,6153,1694476114,None
47.137539,56.022526,34975,10660,944.5,510,586.9,-64,-0.3,56,6153,1694476148,None
47.181252,56.119362,34975,10660,944.5,510,586.9,0,0,56,6153,1694476181,None
47.223907,56.214088,34975,10660,944.5,510,586.9,0,0,56,6153,1694476214,None
47.266754,56.309738,35000,10668,942.7,509,585.7,0,0,56,6153,1694476247,None
47.305965,56.397751,35025,10676,940.8,508,584.6,64,0.3,56,6153,1694476277,None
47.348465,56.493004,35025,10676,939,507,583.4,0,0,56,6153,1694476310,None
47.390877,56.588604,35000,10668,939,507,583.4,0,0,56,6153,1694476343,None
47.433334,56.684441,35000,10668,937.1,506,582.3,0,0,56,6153,1694476377,None
47.476021,56.781498,34975,10660,940.8,508,584.6,0,0,56,6153,1694476410,None
47.518524,56.87756,35000,10668,939,507,583.4,0,0,56,6153,1694476443,None
47.557114,56.964252,35000,10668,937.1,506,582.3,64,0.3,56,6153,1694476473,None
47.599274,57.060242,35000,10668,937.1,506,582.3,-64,-0.3,57,6153,1694476506,None
47.641235,57.156372,35025,10676,933.4,504,580,64,0.3,57,6153,1694476540,None
47.683456,57.253559,35025,10676,931.6,503,578.8,64,0.3,57,6153,1694476573,None
47.724792,57.349319,35025,10676,926,500,575.4,0,0,57,6153,1694476606,None
47.762222,57.4361,35000,10668,922.3,498,573.1,-64,-0.3,57,6153,1694476636,None
47.801189,57.52681,35000,10668,920.4,497,571.9,0,0,57,6153,1694476668,None
47.844498,57.627823,34975,10660,920.4,497,571.9,64,0.3,57,6153,1694476703,None
47.884689,57.722168,35000,10668,914.9,494,568.5,0,0,57,6153,1694476736,None
47.92598,57.819191,35000,10668,913,493,567.3,0,0,57,6153,1694476769,None
47.965256,57.911682,35000,10668,913,493,567.3,0,0,57,6153,1694476802,None
48.005039,58.005699,34975,10660,911.2,492,566.2,0,0,57,6153,1694476835,None
48.0434,58.096619,34975,10660,911.2,492,566.2,-64,-0.3,57,6153,1694476867,None
48.083313,58.191765,34975,10660,913,493,567.3,64,0.3,58,6153,1694476900,None
48.123375,58.287895,35000,10668,916.7,495,569.6,-64,-0.3,58,6153,1694476932,None
48.162231,58.381557,35000,10668,918.6,496,570.8,0,0,58,6153,1694476965,None
48.201599,58.476212,35000,10668,918.6,496,570.8,0,0,57,6153,1694476997,None
48.24321,58.576637,35025,10676,918.6,496,570.8,64,0.3,58,6153,1694477032,None
48.282349,58.671638,35025,10676,918.6,496,570.8,0,0,58,6153,1694477064,None
48.32254,58.7696,35000,10668,916.7,495,569.6,0,0,58,6153,1694477098,None
48.360092,58.86142,35000,10668,914.9,494,568.5,-64,-0.3,58,6153,1694477129,None
48.398407,58.955383,35000,10668,916.7,495,569.6,64,0.3,58,6153,1694477161,None
48.437073,59.050106,35025,10676,913,493,567.3,-64,-0.3,58,6153,1694477193,None
48.476101,59.146561,35025,10676,909.3,491,565,0,0,58,6153,1694477226,None
48.513382,59.238773,34975,10660,909.3,491,565,0,0,58,6153,1694477258,None
48.550167,59.330292,34975,10660,909.3,491,565,0,0,58,6153,1694477290,None
48.588478,59.426132,34975,10660,911.2,492,566.2,0,0,58,6153,1694477322,None
48.626129,59.520546,35000,10668,909.3,491,565,0,0,58,6153,1694477354,None
48.662842,59.612663,35000,10668,909.3,491,565,0,0,58,6153,1694477386,None
48.700104,59.70668,34975,10660,909.3,491,565,0,0,59,6153,1694477418,None
48.737541,59.801186,34950,10653,916.7,495,569.6,0,0,59,6153,1694477450,None
48.775955,59.8988,35050,10683,918.6,496,570.8,640,3.3,59,6153,1694477482,None
48.812534,59.992001,35425,10798,918.6,496,570.8,1152,5.9,59,6153,1694477514,None
48.850159,60.088524,36325,11072,890.8,481,553.5,1856,9.4,59,6153,1694477546,None
48.886002,60.180359,36725,11194,885.3,478,550.1,128,0.7,59,6153,1694477578,None
48.921932,60.273022,36850,11232,890.8,481,553.5,768,3.9,59,6153,1694477610,None
49.036926,60.571781,37000,11278,913,493,567.3,0,0,59,6153,1694477713,None
49.073879,60.668457,37000,11278,914.9,494,568.5,-64,-0.3,59,6153,1694477743,None
49.111176,60.766296,37000,11278,918.6,496,570.8,0,0,59,6153,1694477776,None
49.145187,60.855949,37025,11285,920.4,497,571.9,64,0.3,59,6153,1694477805,None
49.179977,60.947922,37025,11285,924.1,499,574.2,128,0.7,60,6153,1694477836,None
49.221085,61.057083,37025,11285,922.3,498,573.1,64,0.3,60,6153,1694477872,None
49.257668,61.154816,37025,11285,907.5,490,563.9,0,0,60,6153,1694477904,None
49.293274,61.249836,37000,11278,898.2,485,558.1,0,0,60,6153,1694477936,None
49.329071,61.346107,37000,11278,890.8,481,553.5,0,0,60,6153,1694477968,None
49.383179,61.4921,37000,11278,892.7,482,554.7,0,0,60,6153,1694478017,None
49.418747,61.58823,36975,11270,896.4,484,557,-64,-0.3,60,6153,1694478049,None
49.452621,61.680428,36975,11270,898.2,485,558.1,64,0.3,60,6153,1694478080,None
49.49707,61.801853,37025,11285,894.5,483,555.8,128,0.7,60,6153,1694478121,None
49.532093,61.897717,37025,11285,887.1,479,551.2,-512,-2.6,60,6153,1694478153,None
49.564911,61.987972,37000,11278,874.1,472,543.2,0,0,60,6153,1694478184,None
49.597961,62.079258,37000,11278,876,473,544.3,0,0,60,6153,1694478215,None
49.631062,62.170963,37000,11278,877.8,474,545.5,64,0.3,60,6153,1694478246,None
49.663372,62.261005,37000,11278,876,473,544.3,-64,-0.3,61,6153,1694478276,None
49.697075,62.354908,36950,11262,874.1,472,543.2,0,0,61,6153,1694478308,None
49.731617,62.443394,36950,11262,870.4,470,540.9,0,0,56,6153,1694478339,None
49.772816,62.52824,36975,11270,866.7,468,538.6,64,0.3,50,6153,1694478371,None
49.817596,62.602844,37000,11278,861.2,465,535.1,64,0.3,44,6153,1694478402,None
49.869736,62.677509,37025,11285,855.6,462,531.7,0,0,42,6153,1694478435,None
49.918987,62.74752,37000,11278,855.6,462,531.7,-64,-0.3,42,6153,1694478466,None
49.970535,62.82098,36950,11262,859.3,464,534,0,0,42,6153,1694478499,None
50.020893,62.893314,37000,11278,863,466,536.3,0,0,43,6153,1694478531,None
50.069092,62.973778,37000,11278,868.6,469,539.7,0,0,50,6153,1694478563,None
50.11116,63.056751,37025,11285,870.4,470,540.9,0,0,51,6153,1694478595,None
50.152962,63.13969,37050,11293,866.7,468,538.6,128,0.7,51,6153,1694478626,None
50.195892,63.225163,37025,11285,870.4,470,540.9,-192,-1,51,6153,1694478658,None
50.238327,63.310162,37000,11278,876,473,544.3,0,0,52,6153,1694478690,None
50.280468,63.394897,37025,11285,868.6,469,539.7,0,0,52,6153,1694478721,None
50.322189,63.478859,37000,11278,864.9,467,537.4,0,0,52,6153,1694478753,None
50.363655,63.562515,37000,11278,864.9,467,537.4,0,0,52,6153,1694478784,None
50.406017,63.648254,37000,11278,864.9,467,537.4,0,0,52,6153,1694478816,None
50.453339,63.744339,37000,11278,866.7,468,538.6,0,0,52,6153,1694478852,None
50.497925,63.835266,37000,11278,864.9,467,537.4,64,0.3,52,6153,1694478886,None
50.537476,63.916218,37000,11278,866.7,468,538.6,0,0,52,6153,1694478917,None
50.581429,64.006721,37025,11285,864.9,467,537.4,0,0,52,6153,1694478950,None
50.621975,64.090302,37000,11278,864.9,467,537.4,0,0,52,6153,1694478981,None
50.661777,64.17263,37000,11278,864.9,467,537.4,0,0,52,6153,1694479012,None
50.703114,64.258194,37000,11278,863,466,536.3,0,0,52,6153,1694479043,None
50.744568,64.344551,37000,11278,863,466,536.3,-64,-0.3,52,6153,1694479075,None
50.785126,64.429176,36975,11270,864.9,467,537.4,0,0,52,6153,1694479106,None
50.826508,64.515724,37000,11278,866.7,468,538.6,0,0,52,6153,1694479138,None
50.866333,64.599533,37025,11285,864.9,467,537.4,0,0,53,6153,1694479169,None
50.905426,64.682083,37025,11285,864.9,467,537.4,-64,-0.3,53,6153,1694479199,None
50.946304,64.768524,37025,11285,863,466,536.3,64,0.3,53,6153,1694479231,None
50.987228,64.855415,37025,11285,842.7,455,523.6,0,0,53,6153,1694479263,None
51.026466,64.939041,37000,11278,829.7,448,515.5,0,0,53,6153,1694479294,None
51.069901,65.031784,37000,11278,829.7,448,515.5,0,0,53,6153,1694479330,None
51.10812,65.113831,37000,11278,831.5,449,516.7,0,0,53,6153,1694479361,None
51.145981,65.195396,37000,11278,829.7,448,515.5,64,0.3,53,6153,1694479391,None
51.18507,65.279617,37000,11278,829.7,448,515.5,0,0,53,6153,1694479423,None
51.222313,65.359802,37000,11278,827.8,447,514.4,0,0,53,6153,1694479453,None
51.259739,65.440903,37000,11278,827.8,447,514.4,-64,-0.3,53,6153,1694479484,None
51.294754,65.517189,36975,11270,827.8,447,514.4,-64,-0.3,53,6153,1694479513,None
51.341949,65.620445,36975,11270,829.7,448,515.5,0,0,53,6153,1694479551,None
51.376373,65.696167,37000,11278,831.5,449,516.7,0,0,53,6153,1694479580,None
51.44957,65.85762,37025,11285,835.3,451,519,64,0.3,54,6153,1694479640,None
51.489056,65.944901,37025,11285,835.3,451,519,0,0,54,6153,1694479672,None
51.527527,66.030205,37050,11293,833.4,450,517.9,0,0,54,6153,1694479703,None
